0.44375		0.333333333	5	5	4	5	2	100	0	3	3	3	0	95	5	3	4	5	5	3	12	5	0.083333333
0.452941176	0.1			5	4	3	5	3	70	30	3	4	3	10	50	40	3	4	3	4	2	12	4	0.416666667
0.514285714	1			4	5	5	5	8	90	10	3	2	3	0	50	50	1	3	2	3	2	6	4	0.047619048
0.327272727	0.1			4	5	2	5	20	100	0	3	2	3	25	60	15	2	3	5	4	3	1	3	0
0.363636364	0.166666667	3	4	3	5	0	60	40	3	4	3	0	80	20	3	4	3	4	3	12	5	1.714285714
0.480225989	1			4	4	3	5	10	70	30	3	3	4	40	25	35	3	4	3	3	2	12	4	0.909090909
0.439306358	0.1			4	5	5	5	14	80	20	4	4	4	20	50	30	3	3	2	4	2	12	5	0.105263158
0.423529412	0.333333333	3	4	4	4	4	40	60	3	4	3	0	30	70	2	3	2	4	3	12	1	0.72
0.454545455	1			4	4	3	4	8	20	80	4	4	3	20	30	50	2	3	2	2	3	12	4	4.642857143
0.465517241	1			4	4	5	4	1	70	30	3	5	4	5	45	50	3	4	2	4	3	12	5	0.15
0.443181818	1			5	5	3	3	0	20	80	3	4	4	0	0	100	4	4	1	1	3	12	4	0.666666667
0.451977401	1			4	5	3	5	0	95	5	3	1	2	0	90	10	3	3	4	4	1	12	5	0
0.5			1			3	5	3	4	0	10	90	3	4	4	0	0	100	4	4	2	1	3	12	4	0.259259259
0.554285714	0.333333333	5	4	5	4	0	90	10	4	5	3	0	20	80	4	3	2	2	3	12	3	0.0625
0.542857143	0.333333333	5	5	3	3	0	0	100	4	5	3	0	20	80	4	3	2	1	3	12	3	0.454545455
0.638888889	1			5	5	5	5	0	70	30	5	5	5	5	75	20	1	3	4	5	5	12	5	0.125
0.513513514	0.333333333	4	4	2	5	0	50	50	3	3	3	30	40	30	4	3	1	1	3	12	4	0.75
0.428571429	0.166666667	5	4	3	5	8	70	30	4	2	2	0	80	20	2	4	3	4	3	2	5	0.208333333
0.4			1			4	4	3	2	15	0	100	5	5	4	0	0	100	3	4	3	5	4	2	4	0.133333333
0.6			0.333333333	5	5	3	5	4	100	0	4	3	3	0	50	50	4	1	3	3	4	12	3	0.1
0.398773006	1			5	5	3	4	5	0	100	4	3	3	0	0	100	3	1	3	4	3	0.5	3	0.6
0.405405405	1			5	4	3	4	0	0	100	5	4	3	0	0	100	2	1	1	4	3	1	5	0.25
0.611764706	0.333333333	4	4	2	1	12	0	100	3	3	3	0	0	100	3	1	1	2	4	3	3	1.428571429
0.436046512	1			4	4	3	5	7	100	0	3	4	3	0	60	40	3	2	2	5	4	12	3	0.2
0.514285714	1			5	5	5	5	3	100	0	3	4	4	20	40	40	4	1	4	5	3	12	5	0.6
0.457142857	0.333333333	4	4	3	3	0	100	0	4	4	3	0	40	60	3	3	3	4	4	12	5	0.076923077
0.418994413	1			5	5	3	4	10	0	100	4	4	4	0	0	100	2	1	3	4	4	1	3	0
0.377906977	1			4	4	3	3	8	0	100	3	3	3	0	0	100	3	3	4	3	4	12	2	0.307692308
0.443786982	0.333333333	4	4	2	4	12	0	100	5	5	3	0	0	100	3	3	2	2	3	1	4	0.3
0.434065934	1			4	4	3	4	20	0	100	4	4	3	0	0	100	2	2	3	4	4	0.5	4	0
0.447674419	0.166666667	4	5	3	4	20	0	100	4	4	3	0	0	100	3	4	2	4	3	0.5	4	0
0.43956044	0.333333333	4	4	2	4	8	0	100	4	4	3	0	0	100	3	3	2	4	3	1	3	0.571428571
0.505617978	0.166666667	4	4	2	5	10	0	100	4	4	3	40	0	60	3	3	2	4	3	12	4	0.333333333
0.546448087	0.166666667	5	4	4	4	0	100	0	3	3	3	0	80	20	4	4	4	4	4	12	4	0.1875
0.505319149	1			5	5	3	3	6	0	100	5	5	3	0	0	100	4	4	3	3	4	1	2	0
0.478723404	1			5	5	5	5	10	100	0	4	4	2	0	50	50	3	2	3	3	4	12	5	0
0.404761905	0.333333333	5	4	3	5	2	80	20	3	3	3	35	50	15	3	4	3	3	2	12	4	0.266666667
0.397727273	1			5	5	4	4	2	50	50	5	5	4	20	30	50	3	2	3	5	5	0.5	3	0
0.406976744	0.333333333	5	5	2	4	15	20	80	5	3	4	10	20	70	3	2	5	4	5	1	3	0.428571429
0.416666667	0.333333333	5	5	3	4	10	10	90	4	3	3	35	15	50	2	2	2	3	5	1	4	0.4
0.529411765	0.333333333	5	5	4	4	13	50	50	4	4	4	0	30	70	3	2	5	5	4	1	4	0.7
0.4			1			5	5	2	3	10	10	90	4	3	3	5	0	95	3	3	2	2	4	1	3	0.285714286
0.513513514	1			4	4	3	3	12	30	70	4	4	4	10	0	90	3	4	5	5	4	2	3	0.625
0.526315789	0.333333333	4	4	3	5	0	90	10	3	4	4	10	30	60	3	2	5	5	3	12	3	0
0.468926554	0.333333333	4	4	3	4	10	40	60	3	4	4	30	0	70	3	3	4	4	3	12	4	0.352941176
0.514285714	1			5	5	5	5	6	100	0	5	5	4	20	50	30	2	4	5	5	5	12	5	0.4
0.482352941	1			4	5	5	4	10	30	70	4	4	2	5	15	80	3	4	5	4	4	2	4	0.666666667
0.527777778	1			4	4	3	4	5	20	80	4	4	4	30	10	60	3	2	2	5	4	10	4	1
0.459459459	1			5	5	4	5	10	50	50	3	3	2	30	20	50	3	4	3	4	4	2	4	0.8
0.416666667	1			4	4	4	4	10	50	50	3	3	2	20	30	50	4	3	2	4	3	10	3	0.666666667
0.527777778	0.333333333	4	4	5	4	17	15	85	4	5	4	10	0	90	4	1	2	2	3	12	3	0.4
0.437125749	0.666666667	5	5	2	3	15	5	95	4	4	3	10	10	80	5	2	2	2	3	1	3	5.333333333
0.457142857	1			4	4	3	1	0	30	70	4	4	3	30	10	60	3	1	2	2	2	2	2	0.1
0.412121212	1			3	4	4	2	0	30	70	3	3	3	10	20	70	3	2	3	4	3	1	2	1.4
0.486486486	0.333333333	4	4	2	3	12	10	90	3	4	2	50	20	30	3	3	2	1	3	0.5	3	1.7
0.39375		0.333333333	4	4	3	4	10	10	90	4	4	2	80	10	10	3	2	1	1	2	1	3	0.6
0.514285714	0.333333333	4	4	4	4	5	40	60	4	3	3	60	10	30	3	3	3	3	5	12	4	0.833333333
