0.514285714	0.333333333	4	5	4	5	0	80	20	3	2	2	10	60	30	3	4	3	3	4	12	4	0
0.470588235	0.333333333	4	5	4	4	0	60	40	3	3	3	30	60	10	4	4	4	3	3	10	3	0
0.5			0.166666667	5	4	4	4	13	40	60	4	4	3	15	35	50	3	3	3	3	3	1	4	0
0.497297297	0.333333333	5	5	5	5	0	100	0	5	3	3	0	100	0	3	4	5	5	3	2	5	0.157894737
0.465517241	0.333333333	5	4	5	5	0	100	0	4	4	3	50	0	50	3	4	4	5	2	12	4	0.166666667
0.527777778	0.333333333	5	5	4	5	0	95	5	3	3	2	0	90	10	2	3	4	3	2	12	5	0.555555556
0.377142857	0.333333333	5	4	5	5	0	70	30	3	3	3	0	50	50	2	4	4	4	3	1	4	0
0.390625	0.166666667	5	5	4	5	0	100	0	4	2	2	0	70	30	2	3	4	3	2	12	5	0.833333333
0.444444444	0.333333333	5	5	3	5	0	95	5	4	3	4	20	0	80	2	3	4	5	4	12	4	0.8
0.439759036	1			4	4	3	4	0	0	100	3	3	2	10	0	90	3	3	2	2	4	10	3	2.5
0.494186047	1			5	4	4	5	30	50	50	3	3	4	25	0	75	3	3	2	3	3	2	4	0.05
0.339506173	1			4	3	3	3	4	10	90	3	3	3	10	0	90	3	3	2	2	3	2	3	0.25
0.362573099	1			4	4	2	4	3	20	80	3	4	4	0	0	100	2	4	3	3	3	8	3	1.052631579
0.4			1			5	4	3	4	2	50	50	3	3	3	30	40	30	3	3	2	3	2	6	4	0.714285714
0.375757576	1			4	3	3	3	5	20	80	3	3	4	80	0	20	3	3	3	3	4	1	3	0.333333333
0.444444444	0.333333333	4	4	2	4	10	40	60	5	3	3	65	20	15	4	2	3	3	4	0.5	2	3.4
0.441176471	1			5	5	2	1	10	10	90	5	4	3	10	0	90	3	3	2	3	4	1	1	2.727272727
0.513513514	1			5	5	4	5	0	90	10	3	4	2	20	40	40	3	3	4	3	4	12	4	0
0.423728814	0.333333333	5	5	3	5	3	90	10	3	2	1	10	80	10	4	3	2	1	2	12	4	0
