0.465	0.16667		3 	4 	3 	16 	0 	60 	40 	3 	5 	3 	0 	80 	30 	3 	5 	3 	4 	4 	12 	4 	2.6
.454	1 			4 	4 	3 	9 	8 	20 	80 	2 	4 	3 	20 	30 	50 	4 	4	2 	3 	4 	12 	5 	3.2
.42		1			5	4	3	12	2	50	50	3	3	3	30	40	30	3	4	2	3	3	6	3	2.5
.466	1			4	4	5	8	1	70	30	3	5	5	5	45	50	3	5	2	4	5	12	4	2.3
.429	0.5			3	4	2	5	8	10	90	3	4	3	0	0	100	4	2	2	3	3	0	3	3.1	
.49		0.1			5	5	5	17	0	100	0	5	1	2	0	100	0	2	5	5	4	2	9	5	0
.51		1			5	4	3	10	3	50	50	3	3	2	80	20	0	4	4	4	4	3	12	4	1.1
.415	1			5	5	5	19	0	90	10	5	2	1	0	100	0	3	5 	4 	5 	2	12	5	0.125
